genotype,plate,gompertz_mu_max,gompertz_doubling_time,gompertz_carrying_capacity,gompertz_lag_time,gompertz_r2
b2937,Plate 89 Trial 1,0.608034694,1.139979656,1.811831065,0.496058686,0.993042877
b0023,Plate 89 Trial 1,0.54093555,1.281385888,1.717611005,0.329259918,0.996277819
b1529,Plate 89 Trial 1,0.509818113,1.359597007,1.25878008,0.02260165,0.988484228
b1508,Plate 89 Trial 1,0.553083006,1.253242593,1.898299359,0.366615509,0.996185723
b3672,Plate 89 Trial 1,0.605261468,1.145202887,1.635838638,0.348940572,0.992067081
b4510,Plate 89 Trial 1,0.450603497,1.538264096,1.447705986,0.392408052,0.987126796
b0630,Plate 89 Trial 1,0.449474881,1.542126625,1.748489084,0.266059511,0.997653235
b0830,Plate 89 Trial 1,0.580745708,1.193546798,1.584526448,0.367357761,0.989189102
b0806,Plate 89 Trial 1,0.472072089,1.468307906,1.618518144,0.264635088,0.994975507
b1591,Plate 89 Trial 1,0.490010717,1.414555146,1.464691903,-0.036789991,0.990411937
b1567,Plate 89 Trial 1,0.614145554,1.12863665,1.933574565,0.339418968,0.996274073
b0207,Plate 89 Trial 1,0.60558455,1.144591915,1.809620287,0.528980961,0.995240903
b2475,Plate 89 Trial 1,0.493131053,1.405604405,1.655619356,0.345329342,0.993377485
b0649,Plate 89 Trial 1,0.522995063,1.325341727,1.591000985,0.251072666,0.992026388
b0682,Plate 89 Trial 1,0.533007944,1.300444371,1.635022309,0.252578715,0.991625656
b1177,Plate 89 Trial 1,0.5662704,1.224056882,1.790589788,0.199635159,0.994951107
b1097,Plate 89 Trial 1,0.58429536,1.186295884,1.693750002,0.288463387,0.994174752
b3521,Plate 89 Trial 1,0.590870506,1.173094906,1.587676347,0.240927112,0.992638156
b3547,Plate 89 Trial 1,0.646405486,1.072310177,1.896113058,0.302839514,0.995661775
b3606,Plate 89 Trial 1,0.556368275,1.245842387,1.682020073,0.321534357,0.996233492
b3656,Plate 89 Trial 1,0.591136806,1.172566441,1.748929722,0.258120274,0.994462391
b4412,Plate 89 Trial 1,0.580262561,1.194540587,1.559826483,0.309583753,0.989222197
b0024,Plate 89 Trial 1,0.513024524,1.351099506,1.601467191,0.193033709,0.991496668
b1201,Plate 89 Trial 1,0.463378989,1.495853711,1.443135295,0.028351672,0.991622501
b4475,Plate 89 Trial 1,0.569729065,1.216625977,1.751051097,0.491274851,0.994596101
b1969,Plate 89 Trial 1,0.577088061,1.201111629,1.529684637,0.348459351,0.991135077
b2473,Plate 89 Trial 1,0.419963771,1.650492801,1.390737994,0.177327893,0.987714656
b2774,Plate 89 Trial 1,0.569993241,1.216062106,1.802063997,0.240084193,0.994272314
b0956,Plate 89 Trial 1,0.577868472,1.199489527,1.918811823,0.388323861,0.995469321
b3065,Plate 89 Trial 1,0.591050914,1.172736838,1.648601339,0.33464941,0.991855584
b3965,Plate 89 Trial 1,0.551632114,1.256538848,1.5388416,0.23802423,0.991992275
b0946,Plate 89 Trial 1,0.574378785,1.206777128,1.768559049,0.240475169,0.991599961
b0514,Plate 89 Trial 1,0.588921392,1.17697742,1.808936146,0.261019932,0.994952477
b3779,Plate 89 Trial 1,0.643612095,1.076964192,1.840807305,0.400125842,0.993671997
b1254,Plate 89 Trial 1,0.602919405,1.149651471,1.842558743,0.486332838,0.994416353
b2420,Plate 89 Trial 1,0.536323918,1.292404007,1.708021959,0.366762409,0.99287412
b2079,Plate 89 Trial 1,0.55542556,1.247956938,1.608614338,0.178968779,0.991853035
b0402,Plate 89 Trial 1,0.631593612,1.097457554,1.756790339,0.357793413,0.993391578
b1585,Plate 89 Trial 1,0.648385979,1.069034807,1.886632464,0.408078865,0.994549808
b1586,Plate 89 Trial 1,0.471721908,1.4693979,1.478679145,0.162115786,0.988861943
b1999,Plate 89 Trial 1,0.462702406,1.498041013,1.506644645,0.241340051,0.99283716
b2714,Plate 89 Trial 1,0.592143126,1.170573718,1.674995919,0.189737031,0.994637906
b1132,Plate 89 Trial 1,0.47532216,1.458268178,1.557805764,0.119093219,0.993324223
b0705,Plate 89 Trial 1,0.607938416,1.140160191,1.748762246,0.204119177,0.993471532
b1649,Plate 89 Trial 1,0.50733466,1.366252369,1.325685801,0.089089521,0.991040679
b2410,Plate 89 Trial 1,0.522712011,1.326059408,1.652734114,0.116650471,0.994585361
b4546,Plate 89 Trial 1,0.615046474,1.126983423,1.761017611,0.271743768,0.992630052
b2535,Plate 89 Trial 1,0.537105064,1.290524382,1.561400892,0.247696098,0.991739652
b1071,Plate 89 Trial 1,0.548175647,1.264461829,1.520708534,0.170211053,0.993480348
b0761,Plate 55 Trial 1,0.648708015,1.06850411,1.757152379,0.122574027,0.991538745
b0764,Plate 55 Trial 1,0.846067205,0.819257828,1.80200175,0.431809797,0.995903595
b0765,Plate 55 Trial 1,1.22E-08,56851025.63,-4.40E-10,0.731480306,0
b0809,Plate 55 Trial 1,0.743962822,0.931695993,1.674810512,0.226990846,0.998057253
b0810,Plate 55 Trial 1,0.618903679,1.119959704,1.416744707,0.182671072,0.990416882
b0811,Plate 55 Trial 1,0.837561577,0.827577577,1.821218643,0.342474372,0.995935565
b0820,Plate 55 Trial 1,0.437085259,1.585839757,1.334159437,-0.130812436,0.989353488
b0831,Plate 55 Trial 1,0.58064148,1.193761047,1.821630319,0.211407402,0.99487427
b0842,Plate 55 Trial 1,0.572356352,1.211041299,1.859562576,0.186614696,0.996077833
b0854,Plate 55 Trial 1,0.698217423,0.992738305,1.819034448,0.320103732,0.99515886
b0857,Plate 55 Trial 1,0.583192243,1.188539781,0.891943112,1.017954997,0.751622267
b0861,Plate 55 Trial 1,0.768789418,0.901608639,1.949623903,0.722642169,0.997354508
b0862,Plate 55 Trial 1,0.660806575,1.048941107,1.921655062,0.605269831,0.994368717
b0863,Plate 55 Trial 1,0.563763939,1.229498966,1.867108659,0.129211062,0.995979445
b0864,Plate 55 Trial 1,0.630540558,1.099290398,1.599806432,0.096488591,0.990230032
b0904,Plate 55 Trial 1,0.604379505,1.146874067,1.783254044,0.060830782,0.994592928
b0933,Plate 55 Trial 1,0.523958372,1.322905058,1.633917646,0.109614274,0.991977521
b0949,Plate 55 Trial 1,0.560303052,1.237093352,1.75701022,0.099950795,0.989333204
b0970,Plate 55 Trial 1,0.526737997,1.315924015,1.483542009,-0.056131241,0.988968295
b1015,Plate 55 Trial 1,-2.33E-11,-29781096211,5.85E-13,0.99976617,0
b1053,Plate 55 Trial 1,0.728716966,0.951188477,1.937347097,0.716279166,0.997637553
b1101,Plate 55 Trial 1,0.600144278,1.154967574,1.688523273,0.194615628,0.991891316
b1123,Plate 55 Trial 1,0.437790508,1.583285083,1.639186727,-4.24E-05,0.992460655
b1124,Plate 55 Trial 1,0.640699774,1.081859567,1.796051085,0.254335967,0.993655791
b1126,Plate 55 Trial 1,0.565389005,1.225965087,1.853045474,0.203450794,0.992453974
b1186,Plate 55 Trial 1,0.674234044,1.028051293,0.462852735,0.207626196,0.748415411
b1216,Plate 55 Trial 1,0.676304244,1.024904378,1.770223402,0.208647196,0.994876242
b1217,Plate 55 Trial 1,-0.175262891,-3.95489984,-0.104649846,1.476510833,0.297714433
b1246,Plate 55 Trial 1,0.32835652,2.110959091,1.138951145,1.80010226,0.989766665
b1250,Plate 55 Trial 1,0.547035204,1.267097941,1.75134906,0.120883413,0.994017487
b1291,Plate 55 Trial 1,4.67E-20,1.48E+19,-4.90E-21,0.996996708,0
b1292,Plate 55 Trial 1,0.658452878,1.052690638,2.09465817,0.74983782,0.997116002
b1293,Plate 55 Trial 1,0.581289277,1.192430702,1.925087109,0.256314289,0.996942979
b1294,Plate 55 Trial 1,0.657822851,1.053698848,1.809798409,0.238039593,0.993837528
b1311,Plate 55 Trial 1,0.687189627,1.008669447,1.854776645,0.309961635,0.992825265
b1312,Plate 55 Trial 1,0.698944877,0.991705074,1.829027485,0.302632107,0.995053652
b1318,Plate 55 Trial 1,0.701445564,0.988169598,1.866275804,0.309535212,0.99242107
b1363,Plate 55 Trial 1,0.826171976,0.838986556,1.897706592,0.186945548,0.992419454
b1441,Plate 55 Trial 1,0.673734297,1.028813857,1.657269029,0.138169534,0.99215379
b1443,Plate 55 Trial 1,0.58155484,1.191886187,1.784396414,0.380453554,0.992559442
b1483,Plate 55 Trial 1,0.608458308,1.139185991,1.825633913,0.14770278,0.993600167
b1484,Plate 55 Trial 1,0.494142141,1.402728329,1.631661745,-0.033968083,0.989327112
b1485,Plate 55 Trial 1,-5.90E-12,-1.18E+11,-8.92E-33,0.999999987,0
b1486,Plate 55 Trial 1,0.625123326,1.108816696,1.71916797,0.11131022,0.992408963
b1492,Plate 55 Trial 1,0.673915829,1.028536726,1.741259633,0.279939175,0.993289366
b1495,Plate 55 Trial 1,0.666730915,1.039620581,1.602181718,0.146508919,0.9904647
b1513,Plate 55 Trial 1,0.585946743,1.182952528,1.50090675,0.011427698,0.991870748
b1528,Plate 55 Trial 1,0.730803358,0.948472901,1.047198567,2.307836302,0.884208588
b1605,Plate 55 Trial 1,0.745520909,0.929748814,1.81092779,0.25072027,0.994013307
b1621,Plate 55 Trial 1,0.678398181,1.021740918,1.770985646,0.243126656,0.994422436
b1709,Plate 55 Trial 1,0.554429905,1.25019804,1.680195299,0.03275692,0.990057647
b1710,Plate 55 Trial 1,0.685889731,1.010581073,1.825958984,0.324940789,0.994525728
b1711,Plate 55 Trial 1,0.617941805,1.121703006,1.723157323,0.262361618,0.989077939
b1729,Plate 55 Trial 1,0.666990712,1.039215641,1.832747838,0.29203333,0.992818068
b1736,Plate 55 Trial 1,0.551972452,1.255764085,1.531114486,0.139498022,0.988883106
b1737,Plate 55 Trial 1,0.532525892,1.301621556,1.834432286,0.203597769,0.992899745
b1738,Plate 55 Trial 1,0.580097707,1.194880057,1.686896567,0.050563895,0.991819459
b1769,Plate 55 Trial 1,0.595027957,1.16489851,1.860468238,0.199908338,0.992053501
b1817,Plate 55 Trial 1,0.437918136,1.582823644,1.738434023,-0.069192716,0.992235133
b1819,Plate 55 Trial 1,0.578416405,1.198353253,1.807740739,0.239706044,0.993392284
b1859,Plate 55 Trial 1,0.493804099,1.403688591,1.784201802,-0.071270837,0.991351704
b1900,Plate 55 Trial 1,0.638884283,1.084933843,2.172469734,1.943317903,0.999346709
b1901,Plate 55 Trial 1,0.667670628,1.038157366,1.699511317,0.279392379,0.992009632
b1905,Plate 55 Trial 1,0.613168714,1.130434683,1.768890527,0.099426256,0.992423127
b1907,Plate 55 Trial 1,0.5981852,1.158750133,1.659273973,0.152826472,0.992789974
b1918,Plate 55 Trial 1,0.701323872,0.988341062,1.748044787,0.194864276,0.993137797
b1981,Plate 55 Trial 1,0.549475891,1.261469688,1.729464088,0.116949682,0.988729986
b2092,Plate 55 Trial 1,0.612124996,1.132362156,1.53747923,0.072083654,0.98784425
b2098,Plate 55 Trial 1,0.571989797,1.211817386,1.484306855,0.076961802,0.989026224
b2129,Plate 55 Trial 1,0.592639725,1.169592843,1.849521267,0.193916726,0.99278398
b2148,Plate 55 Trial 1,0.727895481,0.952261965,1.756145135,0.228357579,0.991986353
b2149,Plate 55 Trial 1,0.521732279,1.328549543,1.751574931,0.064314566,0.991254072
b2150,Plate 55 Trial 1,0.621027265,1.116130031,1.697581183,0.059449918,0.992384303
b2156,Plate 55 Trial 1,0.677451593,1.023168575,1.734459585,0.223600246,0.99138398
b3681,Plate 55 Trial 1,0.727593929,0.95265663,1.777947513,0.232997288,0.993572569
b3682,Plate 55 Trial 1,0.714882399,0.969596092,1.746336623,0.213572993,0.993316077
b3722,Plate 55 Trial 1,0.729156142,0.950615568,1.845419035,0.198048651,0.993746706
b3726,Plate 55 Trial 1,0.689402158,1.005432276,1.8566322,0.245003411,0.994847939
b3727,Plate 55 Trial 1,0.595752059,1.163482643,1.599721658,0.06416575,0.992792073
b3728,Plate 55 Trial 1,0.658320656,1.052902068,1.828575815,0.21519093,0.994933733
b3749,Plate 55 Trial 1,0.696464419,0.995237031,1.670525106,0.257185531,0.98365049
b3750,Plate 55 Trial 1,0.691032921,1.003059565,1.769660424,0.16411624,0.994510869
b3816,Plate 55 Trial 1,0.572712934,1.210287282,2.004510444,4.094166428,0.997536667
b3907,Plate 55 Trial 1,0.652032781,1.063055724,2.213146337,4.498156336,0.999461427
b3917,Plate 55 Trial 1,0.747519682,0.927262783,1.69859038,0.182507518,0.994268694
b3927,Plate 55 Trial 1,0.631821987,1.097060872,1.649198084,0.194514984,0.992533962
b3949,Plate 55 Trial 1,0.670357397,1.033996467,1.854552978,0.291896455,0.995425143
b3950,Plate 55 Trial 1,0.710391485,0.975725632,1.772427754,0.125019246,0.991691926
b3953,Plate 55 Trial 1,0.650393413,1.065735241,1.607346822,0.230258622,0.992385335
b3966,Plate 55 Trial 1,0.434131943,1.596627917,1.755527836,-0.030421128,0.98990375
b4031,Plate 55 Trial 1,-5.90E-12,-1.18E+11,-8.92E-33,0.999999987,0
b4032,Plate 55 Trial 1,0.620161132,1.117688846,1.553041207,0.088387133,0.991669351
b1962,Plate 19 Trial 2,1,0.693147181,1,1,0
b2099,Plate 19 Trial 2,1,0.693147181,1,1,0
b2105,Plate 19 Trial 2,1,0.693147181,1,1,0
b2141,Plate 19 Trial 2,1,0.693147181,1,1,0
b2142,Plate 19 Trial 2,1,0.693147181,1,1,0
b2161,Plate 19 Trial 2,1,0.693147181,1,1,0.036199616
b2164,Plate 19 Trial 2,1,0.693147181,1,1,0.160787998
b2579,Plate 19 Trial 2,1,0.693147181,1,1,0
b0157,Plate 19 Trial 2,1,0.693147181,1,1,0
b0225,Plate 19 Trial 2,1,0.693147181,1,1,0
b0283,Plate 19 Trial 2,1,0.693147181,1,1,0
b0513,Plate 19 Trial 2,1,0.693147181,1,1,0
b0516,Plate 19 Trial 2,1,0.693147181,1,1,0
b0581,Plate 19 Trial 2,1,0.693147181,1,1,0
b0709,Plate 19 Trial 2,1,0.693147181,1,1,0
b0874,Plate 19 Trial 2,1,0.693147181,1,1,0
b0881,Plate 19 Trial 2,1,0.693147181,1,1,0
b1488,Plate 19 Trial 2,1,0.693147181,1,1,0
b1627,Plate 19 Trial 2,1,0.693147181,1,1,0.179508317
b1634,Plate 19 Trial 2,1,0.693147181,1,1,0
b1640,Plate 19 Trial 2,1,0.693147181,1,1,0
b1706,Plate 19 Trial 2,1,0.693147181,1,1,0
b1832,Plate 19 Trial 2,1,0.693147181,1,1,0
b2158,Plate 19 Trial 2,1,0.693147181,1,1,0
b2374,Plate 19 Trial 2,1,0.693147181,1,1,0
b2666,Plate 19 Trial 2,1,0.693147181,1,1,0
b2807,Plate 19 Trial 2,1,0.693147181,1,1,0.063823731
b0119,Plate 19 Trial 2,1,0.693147181,1,1,0
b0130,Plate 19 Trial 2,1,0.693147181,1,1,0
b0228,Plate 19 Trial 2,1,0.693147181,1,1,0
b0234,Plate 19 Trial 2,1,0.693147181,1,1,0
b0393,Plate 19 Trial 2,1,0.693147181,1,1,0
b0483,Plate 19 Trial 2,1,0.693147181,1,1,0
b0503,Plate 19 Trial 2,1,0.693147181,1,1,0
b0505,Plate 19 Trial 2,1,0.693147181,1,1,0
b0742,Plate 19 Trial 2,1,0.693147181,1,1,0
b0767,Plate 19 Trial 2,1,0.693147181,1,1,0
b0769,Plate 19 Trial 2,1,0.693147181,1,1,0
b0837,Plate 19 Trial 2,1,0.693147181,1,1,0
b0847,Plate 19 Trial 2,1,0.693147181,1,1,0
b0867,Plate 19 Trial 2,1,0.693147181,1,1,0
b0877,Plate 19 Trial 2,1,0.693147181,1,1,0
b0906,Plate 19 Trial 2,1,0.693147181,1,1,0
b0917,Plate 19 Trial 2,1,0.693147181,1,1,0
b0925,Plate 19 Trial 2,1,0.693147181,1,1,0
b0959,Plate 19 Trial 2,1,0.693147181,1,1,0
b0961,Plate 19 Trial 2,1,0.693147181,1,1,0
b1018,Plate 19 Trial 2,1,0.693147181,1,1,0
b1864,Plate 19 Trial 2,1,0.693147181,1,1,0
b1959,Plate 19 Trial 2,1,0.693147181,1,1,0
b1983,Plate 19 Trial 2,1,0.693147181,1,1,0
b2236,Plate 19 Trial 2,1,0.693147181,1,1,0
b0082,Plate 19 Trial 2,1,0.693147181,1,1,0
b1010,Plate 19 Trial 2,1,0.693147181,1,1,0
b1537,Plate 19 Trial 2,1,0.693147181,1,1,0
b1773,Plate 19 Trial 2,1,0.693147181,1,1,0
b2700,Plate 19 Trial 2,1,0.693147181,1,1,0
b1034,Plate 19 Trial 2,1,0.693147181,1,1,0
b1266,Plate 19 Trial 2,1,0.693147181,1,1,0
b1684,Plate 19 Trial 2,1,0.693147181,1,1,0
b1765,Plate 19 Trial 2,1,0.693147181,1,1,0
b1778,Plate 19 Trial 2,1,0.693147181,1,1,0
b2528,Plate 19 Trial 2,1,0.693147181,1,1,0
b2738,Plate 19 Trial 2,1,0.693147181,1,1,0
b0773,Plate 19 Trial 2,1,0.693147181,1,1,0
b1333,Plate 19 Trial 2,1,0.693147181,1,1,0
b2327,Plate 19 Trial 2,1,0.693147181,1,1,0
b2840,Plate 19 Trial 2,1,0.693147181,1,1,0
b0158,Plate 19 Trial 2,1,0.693147181,1,1,0
b0282,Plate 19 Trial 2,1,0.693147181,1,1,0
b0780,Plate 19 Trial 2,1,0.693147181,1,1,0
b1315,Plate 19 Trial 2,1,0.693147181,1,1,0
b1339,Plate 19 Trial 2,1,0.693147181,1,1,0
b3752,Plate 53 Trial 3,0.710063146,0.976176815,1.788981729,0.294995885,0.994683238
b3845,Plate 53 Trial 3,0.714067962,0.970701974,1.755205462,0.26804884,0.99154651
b3846,Plate 53 Trial 3,0.689242401,1.005665322,1.804518479,0.324040869,0.993586059
b3891,Plate 53 Trial 3,0.670790677,1.033328584,1.670906672,0.165752719,0.994403903
b3892,Plate 53 Trial 3,0.597501007,1.160077009,1.526357515,0.112493943,0.992818072
b3894,Plate 53 Trial 3,0.615095077,1.126894372,1.648900453,0.290110408,0.99425936
b1350,Plate 53 Trial 3,0.569506076,1.217102346,1.760500314,0.124923788,0.993810657
b1623,Plate 53 Trial 3,0.519601987,1.333996402,1.613741262,0.094163649,0.98728671
b1633,Plate 53 Trial 3,0.56499755,1.226814488,1.550560512,0.076731165,0.984554842
b1749,Plate 53 Trial 3,0.429007878,1.615698024,1.470449435,-0.11065807,0.98660719
b1759,Plate 53 Trial 3,0.438615901,1.580305637,1.61156131,0.050403808,0.994178104
b1804,Plate 53 Trial 3,0.457666902,1.514523286,1.823128483,-0.100445264,0.990852993
b1982,Plate 53 Trial 3,0.486513277,1.42472408,1.383048696,0.045481019,0.987240288
b2065,Plate 53 Trial 3,0.607537435,1.140912709,1.722286458,0.229485102,0.990510939
b2143,Plate 53 Trial 3,0.617158977,1.123125817,1.738483931,0.24595815,0.992668438
b2159,Plate 53 Trial 3,0.644656753,1.075218987,1.739803264,0.266436246,0.992786859
b2162,Plate 53 Trial 3,0.503212204,1.377445093,1.673821888,0.003182878,0.994103922
b2183,Plate 53 Trial 3,0.558994668,1.239988894,1.7455898,0.072391582,0.993747205
b2406,Plate 53 Trial 3,0.351238468,1.973437544,1.403736784,-0.226324428,0.988526415
b2407,Plate 53 Trial 3,0.487416429,1.422084156,1.552671407,-0.026393112,0.989856436
b2499,Plate 53 Trial 3,0.570442008,1.215105429,1.621920009,0.090043784,0.985106723
b2500,Plate 53 Trial 3,0.645767507,1.073369554,1.66741197,0.183113128,0.990878596
b2509,Plate 53 Trial 3,0.560764607,1.236075123,1.799390243,0.102642573,0.994044544
b2557,Plate 53 Trial 3,0.56293311,1.231313575,1.785107403,0.192945643,0.994428675
b2569,Plate 53 Trial 3,0.634880319,1.091776134,1.822910261,0.271249284,0.995929887
b2675,Plate 53 Trial 3,0.656294791,1.05615219,1.822591343,0.292899669,0.995275683
b2676,Plate 53 Trial 3,0.57734598,1.200575053,1.855021488,0.123447937,0.994814593
b2841,Plate 53 Trial 3,0.695095654,0.997196827,1.858399667,0.279782519,0.99420552
b2892,Plate 53 Trial 3,0.651323825,1.064212844,1.78486024,0.225310797,0.992139618
b2945,Plate 53 Trial 3,0.585400934,1.184055474,1.62389062,0.075492593,0.987942634
b3642,Plate 53 Trial 3,0.544506517,1.272982341,1.761606141,0.013272515,0.991328837
b3886,Plate 53 Trial 3,0.615012575,1.127045541,1.707947632,0.334209803,0.994999332
b4005,Plate 53 Trial 3,0.672462082,1.030760245,1.823075306,0.307275022,0.992320954
b4177,Plate 53 Trial 3,0.438928393,1.57918055,1.52990984,-0.145773069,0.987208114
b4213,Plate 53 Trial 3,0.606511443,1.142842709,1.730146438,0.179648026,0.99337194
b4237,Plate 53 Trial 3,0.643611625,1.07696498,1.673235364,0.179416975,0.988518694
b4238,Plate 53 Trial 3,0.705667838,0.982257009,1.77834955,0.236696931,0.992157762
b4244,Plate 53 Trial 3,0.667661852,1.038171012,1.780269905,0.305962404,0.994218102
b4245,Plate 53 Trial 3,0.694766151,0.997669762,1.844095404,0.413743338,0.992893728
b4350,Plate 53 Trial 3,0.697543021,0.993698109,1.852729914,0.315158305,0.995007367
b4381,Plate 53 Trial 3,0.710561258,0.975492503,1.817066612,0.315121079,0.992783042
b4382,Plate 53 Trial 3,0.677226286,1.023508974,1.767835069,0.28860257,0.992346338
b4384,Plate 53 Trial 3,0.681480426,1.017119721,1.926987193,0.439915645,0.994276791
b0305,Plate 53 Trial 3,0.628451548,1.102944504,1.860083785,0.258669458,0.993265168
b0450,Plate 53 Trial 3,0.580741325,1.193555807,1.761615706,0.190510002,0.993404884
b0487,Plate 53 Trial 3,0.525755455,1.318383241,1.567744735,0.073261087,0.989976714
b0504,Plate 53 Trial 3,-0.007389724,-93.79878632,-0.012022744,-0.479653184,0.370178732
b0560,Plate 53 Trial 3,0.606946952,1.142022673,1.648163546,0.148696268,0.990880843
b0994,Plate 53 Trial 3,0.550128164,1.259973995,1.767250216,0.132384788,0.994262285
b1159,Plate 53 Trial 3,0.584061781,1.186770309,1.749637865,0.230345953,0.989964794
b1162,Plate 53 Trial 3,0.581276438,1.192457041,1.804931005,0.198410023,0.992949498
b1320,Plate 53 Trial 3,0.662524089,1.046221854,1.728304422,0.244121069,0.990618678
b1384,Plate 53 Trial 3,0.495521947,1.398822362,1.683961472,0.056244188,0.993638343
b1387,Plate 53 Trial 3,0.498659564,1.390020828,1.750778807,0.007904445,0.994890213
b1564,Plate 53 Trial 3,0.590351147,1.174126931,1.686353693,0.128884691,0.992022747
b2127,Plate 53 Trial 3,0.45924218,1.509328215,1.524403667,-0.157081189,0.990034774
b2237,Plate 53 Trial 3,0.379248504,1.827685997,1.714802926,-0.253420196,0.984268563
b2468,Plate 53 Trial 3,0.604487609,1.146668965,1.593685203,0.129773799,0.984063448
b2784,Plate 53 Trial 3,0.59560156,1.163776638,1.675918355,0.148846823,0.992930759
b2869,Plate 53 Trial 3,0.658936027,1.051918778,1.728011598,0.178269013,0.99269928
b3060,Plate 53 Trial 3,0.652184813,1.062807914,1.741353506,0.350035213,0.993384601
b3105,Plate 53 Trial 3,0.65554453,1.05736094,1.945747691,0.303681005,0.995967835
b3228,Plate 53 Trial 3,0.716851262,0.966933054,1.830697563,0.26375337,0.993831469
b3243,Plate 53 Trial 3,0.57195499,1.211891133,1.83371084,0.213460469,0.993085068
