CommonName,bID,GenBankID,OMV.Trial1,OMV.Trial2,OMV.Trial3,OMV.Trial4,OMV.Trial5,average.log.OMV,antilog.OMV.Trial1,antilog.OMV.Trial2,antilog.OMV.Trial3,antilog.OMV.Trial4,antilog.OMV.Trial5,average.antilog.omv,stdev.antilog
thrL,b0001,944742,0.498112373,-0.012471482,NA,NA,NA,0.242820446,3.148562894,0.971691756,,,,2.060127325,1.539280344
thrA,b0002,945803,0.219359949,-0.036009184,NA,NA,NA,0.091675383,1.657142856,0.920430107,,,,1.288786482,0.520934581
thrB,b0003,947498,0.004608227,-0.166450008,NA,NA,NA,-0.080920891,1.010667329,0.681632033,,,,0.846149681,0.232663089
thrC,b0004,945198,-0.137940937,0.161127374,NA,NA,NA,0.011593219,0.727878788,1.449196825,,,,1.088537806,0.510048876
yaaX,b0005,944747,0.208918866,-0.165308221,NA,NA,NA,0.021805323,1.617777779,0.683426444,,,,1.150602112,0.660686165
yaaA,b0006,944749,0.148554578,-0.08229968,NA,NA,NA,0.033127449,1.407844142,0.827371049,,,,1.117607595,0.41045646
yaaJ,b0007,944745,0.229166492,0.332452546,NA,NA,NA,0.280809519,1.69498747,2.150069735,,,,1.922528602,0.321791756
talB,b0008,944748,-0.060537564,-0.076645497,NA,NA,NA,-0.068591531,0.86988619,0.838213214,,,,0.854049702,0.022396176
mog,b0009,944760,-0.465100684,-0.193739964,NA,NA,NA,-0.329420324,0.342688331,0.640117995,,,,0.491403163,0.210314532
yaaH,b0010,944792,-0.393784049,0.023912157,-0.142667504,-0.13683796,NA,-0.162344339,0.403846154,1.056603773,0.719999999,0.72972973,,0.727544914,0.26653475
yaaW,b0011,944771,0.106402083,-0.265323952,NA,NA,NA,-0.079460935,1.277621122,0.542845257,,,,0.91023319,0.519564996
htgA,b0012,948295,-0.016351023,-0.229790911,NA,NA,NA,-0.123070967,0.963050314,0.58912722,,,,0.776088767,0.264403555
yaaI,b0013,944751,-0.114136415,-0.347957243,NA,NA,NA,-0.231046829,0.768888889,0.448789572,,,,0.60883923,0.226344398
dnaK,b0014,944750,-1.111425696,-0.483536356,NA,NA,NA,-0.797481026,0.077370304,0.328445748,,,,0.202908026,0.177537149
dnaJ,b0015,944753,-0.535641991,-0.501717356,NA,NA,NA,-0.518679674,0.291311755,0.314979757,,,,0.303145756,0.016735805
nhaA,b0019,944758,-0.038869782,-0.209018691,NA,NA,NA,-0.123944237,0.914387368,0.617989803,,,,0.766188586,0.209584729
nhaR,b0020,944757,0.131139496,0.202138811,NA,NA,NA,0.166639154,1.352506921,1.592717717,,,,1.472612319,0.169854683
rpsT,b0023,944759,0.294002276,0.255485257,NA,NA,NA,0.274743767,1.967896603,1.800881999,,,,1.884389301,0.118097159
yaaY,b0024,949128,-0.245443867,-0.123258903,NA,NA,NA,-0.184351385,0.568271837,0.752906588,,,,0.660589212,0.130556484
fkpB,b0028,944807,0.108080442,-0.090950392,NA,NA,NA,0.008565025,1.282568124,0.811053697,,,,1.04681091,0.333411049
rihC,b0030,944796,0.009669197,0.05039737,NA,NA,NA,0.030033284,1.022513845,1.123045547,,,,1.072779696,0.071086648
carA,b0032,949025,-0.505149978,-0.055134183,NA,NA,NA,-0.280142081,0.3125,0.880776699,,,,0.59663835,0.401832308
carB,b0033,944775,0.039171956,-0.34283621,NA,NA,NA,-0.151832127,1.094389597,0.454112849,,,,0.774251223,0.45274403
caiF,b0034,944795,0.181308021,-0.14134166,NA,NA,NA,0.019983181,1.518126709,0.722201423,,,,1.120164066,0.562804167
caiE,b0035,948999,0.167199639,0.235819692,NA,NA,NA,0.201509666,1.469601677,1.721153847,,,,1.595377762,0.177874245
caiD,b0036,948995,0.081735774,-0.010659902,NA,NA,NA,0.035537936,1.207079221,0.975753456,,,,1.091416338,0.163572018
caiC,b0037,944886,0.238193674,0.036314921,NA,NA,NA,0.137254298,1.730587944,1.087213712,,,,1.408900828,0.454934283
caiB,b0038,948997,-0.054484839,0.127293554,NA,NA,NA,0.036404358,0.882094595,1.340582525,,,,1.11133856,0.324199925
caiA,b0039,949064,0.182306671,-0.048923533,NA,NA,NA,0.066691569,1.521621622,0.893462783,,,,1.207542203,0.444175375
caiT,b0040,944765,-0.024079902,-0.215951416,NA,NA,NA,-0.120015659,0.946063088,0.608203036,,,,0.777133062,0.238903133
fixA,b0041,947316,0.034400796,0.174533065,NA,NA,NA,0.104466931,1.082432432,1.494627831,,,,1.288530132,0.291466162
fixB,b0042,948939,0.24706779,0.100497057,NA,NA,NA,0.173782424,1.766313507,1.260367097,,,,1.513340302,0.357758137
fixC,b0043,948958,0.13774144,0.103764199,NA,NA,NA,0.12075282,1.373224174,1.269884432,,,,1.321554303,0.073072232
fixX,b0044,948590,0.04646801,-0.026476583,NA,NA,NA,0.009995714,1.112930412,0.940856559,,,,1.026893485,0.121674588
yaaU,b0045,944766,0.281676551,0.050272992,NA,NA,NA,0.165974772,1.912830778,1.122723963,,,,1.51777737,0.558689887
kefF,b0046,944767,-0.134917283,0.062154468,NA,NA,NA,-0.036381408,0.732964122,1.153863586,,,,0.943413854,0.297620865
kefC,b0047,944773,-0.296132427,-0.101840712,NA,NA,NA,-0.19898657,0.505670447,0.790968682,,,,0.648319564,0.201736316
apaH,b0049,944770,-0.093965809,0.164556374,NA,NA,NA,0.035295283,0.805441849,1.460684343,,,,1.133063096,0.46332641
apaG,b0050,944772,0.215825878,0.187682644,NA,NA,NA,0.201754261,1.643712576,1.540574284,,,,1.59214343,0.072929786
ksgA,b0051,944939,-0.065937085,0.157081241,NA,NA,NA,0.045572078,0.859137973,1.435757987,,,,1.14744798,0.407731922
pdxA,b0052,944919,0.078391493,0.151807212,NA,NA,NA,0.115099353,1.197819815,1.418427727,,,,1.308123771,0.155993351
djlA,b0055,948992,0.367578898,-0.036828658,NA,NA,NA,0.16537512,2.331196584,0.918694977,,,,1.624945781,0.998789464
yabP,b0056,944776,-0.091713162,-0.15639599,NA,NA,NA,-0.124054576,0.809630458,0.697596045,,,,0.753613252,0.079220293
rluA,b0058,946262,0.183463835,0.215669626,NA,NA,NA,0.199566731,1.525681341,1.643121302,,,,1.584401322,0.083042592
hepA,b0059,948523,-0.45088971,-0.395114252,NA,NA,NA,-0.423001981,0.354087251,0.402611103,,,,0.378349177,0.034311545
polB,b0060,944779,0.1619747,0.047508002,NA,NA,NA,0.104741351,1.452027027,1.115598706,,,,1.283812867,0.237890747
araC,b0064,944780,-0.266151503,0.038600698,NA,NA,NA,-0.113775403,0.541811847,1.092951016,,,,0.817381431,0.389714243
yabI,b0065,944783,-0.226217946,-0.049903733,NA,NA,NA,-0.13806084,0.593993994,0.891448517,,,,0.742721256,0.21033211
thiQ,b0066,944785,-0.069123149,-0.318352479,NA,NA,NA,-0.193737814,0.852858242,0.480449251,,,,0.666653747,0.263332923
thiP,b0067,944784,0.032192458,0.125120412,NA,NA,NA,0.078656435,1.076942356,1.333891214,,,,1.205416785,0.18169028
tbpA,b0068,946306,0.115809635,0.044764519,NA,NA,NA,0.080287077,1.305598478,1.108573567,,,,1.207086022,0.13931765
sgrR,b0069,944788,0.049334627,0.343027969,NA,NA,NA,0.196181298,1.120300751,2.203068338,,,,1.661684545,0.765632304
setA,b0070,944793,0.247784484,0.114573221,0.10720997,0.113039513,NA,0.145651797,1.76923077,1.301886792,1.280000001,1.297297296,,1.412103715,0.23827114
leuD,b0071,945642,-0.421289444,-0.18561462,NA,NA,NA,-0.303452032,0.379062267,0.652206886,,,,0.515634577,0.193142412
leuC,b0072,945076,0.071280811,-0.064429006,NA,NA,NA,0.003425903,1.178367649,0.862126499,,,,1.020247074,0.223616262
leuB,b0073,944798,-0.080700365,-0.004612837,NA,NA,NA,-0.042656601,0.830423508,0.989434759,,,,0.909929133,0.112437933
leuA,b0074,947465,-0.238056877,-0.005502087,NA,NA,NA,-0.121779482,0.578020343,0.987410891,,,,0.782715617,0.289482833
leuL,b0075,946072,-0.092754053,0.200003416,-0.11163327,-0.105803726,NA,-0.027546908,0.807692308,1.584905659,0.773333333,0.783783784,,0.987428771,0.398577456
leuO,b0076,949034,-0.21033602,-0.079181246,NA,NA,NA,-0.144758633,0.616118118,0.833333333,,,,0.724725726,0.153594352
ilvI,b0077,948793,-0.161522895,-0.241698697,NA,NA,NA,-0.201610796,0.689409248,0.573193561,,,,0.631301405,0.082176901
ilvH,b0078,947267,0.056589081,-0.097107674,NA,NA,NA,-0.020259297,1.139171421,0.799635978,,,,0.969403699,0.240087814
fruR,b0080,944804,-0.26110927,-0.15160744,NA,NA,NA,-0.206358355,0.548139034,0.705330331,,,,0.626734682,0.111151032
mraZ,b0081,944810,-0.389896209,-0.045195297,0.267183157,-0.475907123,-0.12697805,-0.154158704,0.407477648,0.901165803,1.850048684,0.334266518,0.746486486,0.847889028,0.607292173
mraW,b0082,944806,-0.037788561,-0.11011181,NA,NA,NA,-0.073950186,0.916666666,0.776047296,,,,0.846356981,0.09943291
ddlB,b0092,946324,0.341522905,0.10197637,NA,NA,NA,0.221749638,2.195446736,1.264667535,,,,1.730057135,0.658160285
mutT,b0099,944824,-0.548047692,-0.203591842,NA,NA,NA,-0.375819767,0.283108108,0.625760518,,,,0.454434313,0.242291842
yacG,b0101,945630,0.132694201,0.166744642,NA,NA,NA,0.149719422,1.357357356,1.468062827,,,,1.412710092,0.078280589
yacF,b0102,944873,0.159255184,0.259920278,NA,NA,NA,0.209587731,1.442962963,1.819366853,,,,1.631164908,0.266157743
coaE,b0103,949060,-0.008938088,-0.028876777,NA,NA,NA,-0.018907433,0.979629629,0.935671116,,,,0.957650372,0.031083363
guaC,b0104,948986,0.037160665,0.120636553,NA,NA,NA,0.078898609,1.089333012,1.320190347,,,,1.20476168,0.163240787
hofC,b0106,945806,0.017322966,0.006280579,NA,NA,NA,0.011801773,1.040693797,1.014566642,,,,1.027630219,0.018474689
hofB,b0107,947481,0.133828535,0.141882344,NA,NA,NA,0.13785544,1.360907273,1.38638019,,,,1.373643731,0.018012072
ppdD,b0108,945817,-0.00667303,0.022923088,NA,NA,NA,0.008125029,0.984752223,1.054200185,,,,1.019476204,0.049107124
nadC,b0109,948869,0.153171923,0.186609134,NA,NA,NA,0.169890529,1.422891952,1.53677092,,,,1.479831436,0.080524591
ampD,b0110,948877,0.08801778,0.107271214,NA,NA,NA,0.097644497,1.224666336,1.280180519,,,,1.252423427,0.039254455
ampE,b0111,946678,0.070307273,0.076751735,NA,NA,NA,0.073529504,1.175729115,1.193305755,,,,1.184517435,0.012428561
aroP,b0112,946018,0.014903491,0.054896916,NA,NA,NA,0.034900204,1.034912163,1.134741442,,,,1.084826802,0.07058996
pdhR,b0113,944827,-0.196256479,-0.257036737,NA,NA,NA,-0.226646608,0.636419563,0.553303303,,,,0.594861433,0.058772071
aceE,b0114,944834,-0.143114539,-0.136998734,NA,NA,NA,-0.140056637,0.719259259,0.729459637,,,,0.724359448,0.007212757
aceF,b0115,944794,-0.796013626,-1.264166218,NA,NA,NA,-1.030089922,0.159950784,0.054429429,,,,0.107190107,0.074614866
lpd,b0116,944854,-0.365784049,-0.54139944,NA,NA,NA,-0.453591745,0.430740741,0.287475316,,,,0.359108029,0.101303954
yacH,b0117,944868,0.083980129,-0.176091259,NA,NA,NA,-0.046055565,1.213333334,0.666666667,,,,0.94,0.386551707
acnB,b0118,944864,0.111955543,-0.295200452,NA,NA,NA,-0.091622455,1.294063367,0.506756757,,,,0.900410062,0.556709843
yacL,b0119,944809,0.167973369,-0.292148967,NA,NA,NA,-0.062087799,1.472222223,0.510329922,,,,0.991276072,0.680160569
speD,b0120,947719,0.084414301,0.005191441,NA,NA,NA,0.044802871,1.214546931,1.012025466,,,,1.113286199,0.143204301
speE,b0121,947726,-0.009266601,0.071640114,NA,NA,NA,0.031186757,0.978888889,1.179342947,,,,1.079115918,0.141742424
yacC,b0122,948472,-0.108318029,-0.063456305,NA,NA,NA,-0.085887167,0.779259259,0.864059591,,,,0.821659425,0.05996289
cueO,b0123,947736,-0.117717522,0.040726759,NA,NA,NA,-0.038495382,0.76257485,1.098314606,,,,0.930444728,0.237403858
gcd,b0124,944830,0.074527111,0.036770789,NA,NA,NA,0.05564895,1.187208811,1.088355532,,,,1.137782171,0.069899824
hpt,b0125,946624,-0.41591338,-0.16989532,NA,NA,NA,-0.29290435,0.383783784,0.676245954,,,,0.530014869,0.206801984
yadG,b0127,944833,-0.027816312,-0.002378833,NA,NA,NA,-0.015097573,0.937958639,0.994537509,,,,0.966248074,0.040007302
yadH,b0128,944836,-0.080014225,0.08681734,NA,NA,NA,0.003401558,0.831736528,1.221285891,,,,1.026511209,0.275452997
yadI,b0129,947397,-0.569875308,-0.212303432,-0.206473888,NA,NA,-0.329550876,0.269230769,0.613333333,0.621621622,,,0.501395241,0.201103035
yadE,b0130,946536,0.234469692,0.053712466,NA,NA,NA,0.144091079,1.715811965,1.131650881,,,,1.423731423,0.413064264
panD,b0131,945686,-0.092816727,0.041568394,NA,NA,NA,-0.025624167,0.807575757,1.100445133,,,,0.954010445,0.207089922
yadD,b0132,944781,0.095603863,0.030805226,NA,NA,NA,0.063204545,1.246246246,1.073507854,,,,1.15987705,0.122144488
panC,b0133,944958,0.270758342,0.459387389,NA,NA,NA,0.365072866,1.865341455,2.879966188,,,,2.372653821,0.717448029
panB,b0134,944839,-0.290982488,0.09285288,NA,NA,NA,-0.099064804,0.511702468,1.238377007,,,,0.875039738,0.513836494
yadC,b0135,944837,0.046513869,0.098352853,NA,NA,NA,0.072433361,1.113047937,1.254159733,,,,1.183603835,0.099781108
yadK,b0136,944835,-0.190814516,-0.056032287,NA,NA,NA,-0.123423402,0.644444444,0.87895717,,,,0.761700807,0.165825538
yadL,b0137,944829,-0.139994914,0.324255624,NA,NA,NA,0.092130355,0.724444444,2.109869645,,,,1.417157045,0.979643555
yadM,b0138,944828,-0.138140193,-0.146236487,NA,NA,NA,-0.14218834,0.727544911,0.714107366,,,,0.720826138,0.009501779
htrE,b0139,944819,-0.078374395,0.100492899,NA,NA,NA,0.011059252,0.834882975,1.26035503,,,,1.047619003,0.300854175
ecpD,b0140,944859,-0.038091311,-0.10108094,NA,NA,NA,-0.069586126,0.916027874,0.792353645,,,,0.854190759,0.087450886
yadN,b0141,944841,-0.004026452,-0.01413808,NA,NA,NA,-0.009082266,0.990771597,0.96797005,,,,0.979370824,0.016123129
pcnB,b0143,947318,0.29877196,0.049594766,NA,NA,NA,0.174183363,1.989628348,1.120972003,,,,1.555300175,0.614232792
yadB,b0144,944846,-0.229448114,0.150799846,NA,NA,NA,-0.039324134,0.589592413,1.415141431,,,,1.002366922,0.583751309
dksA,b0145,944850,-0.21463974,-0.493390584,NA,NA,NA,-0.354015162,0.610042736,0.321077162,,,,0.465559949,0.204329517
sfsA,b0146,944855,0.036632356,0.274867096,NA,NA,NA,0.155749726,1.08800867,1.883072738,,,,1.485540704,0.562195194
ligT,b0147,944848,-0.034326058,0.116505569,NA,NA,NA,0.041089756,0.924004193,1.307692307,,,,1.11584825,0.271308468
hrpB,b0148,944845,0.047684632,0.088221404,NA,NA,NA,0.067953018,1.116052519,1.22524067,,,,1.170646594,0.077207682
mrcB,b0149,944843,0.702721781,0.874296436,NA,NA,NA,0.788509109,5.043381035,7.486803522,,,,6.265092279,1.72776061
fhuA,b0150,944856,0.158362492,-0.269049556,NA,NA,NA,-0.055343532,1.44,0.538208366,,,,0.989104183,0.63766298
fhuC,b0151,945250,0.010023727,0.246324252,NA,NA,NA,0.12817399,1.0233489,1.76329206,,,,1.39332048,0.523218827
fhuD,b0152,947510,0.11378732,-0.055244236,NA,NA,NA,0.029271542,1.299533023,0.880553533,,,,1.090043278,0.296263238
fhuB,b0153,946890,0.219233385,0.077040884,NA,NA,NA,0.148137135,1.656659995,1.19410051,,,,1.425380253,0.327078948
clcA,b0155,946715,0.22620886,-0.075179672,NA,NA,NA,0.075514594,1.683483484,0.84104712,,,,1.262265302,0.595692466
yadS,b0157,949062,0.182234141,0.007797729,NA,NA,NA,0.095015935,1.521367523,1.018117093,,,,1.269742308,0.355851791
btuF,b0158,947574,-0.279310746,-0.091791486,NA,NA,NA,-0.185551116,0.525641026,0.809484457,,,,0.667562741,0.200707615
mtn,b0159,948542,-0.272988201,-0.646474589,NA,NA,NA,-0.459731395,0.533349385,0.225696805,,,,0.379523095,0.217543226
dgt,b0160,947177,0.076944591,-0.233114221,NA,NA,NA,-0.078084815,1.19383578,0.584636302,,,,0.889236041,0.430769082
degP,b0161,947139,0.438625834,1.053382646,NA,NA,NA,0.74600424,2.745527727,11.30791788,,,,7.026722805,6.054524142
cdaR,b0162,944860,0.19439349,0.053688384,NA,NA,NA,0.124040937,1.564564565,1.131588132,,,,1.348076349,0.306160572
yaeH,b0163,947044,0.227601079,0.45839164,NA,NA,NA,0.34299636,1.688888891,2.873370575,,,,2.281129733,0.837555031
yaeI,b0164,945002,0.19405993,0.029843959,NA,NA,NA,0.111951945,1.563363362,1.07113438,,,,1.317248871,0.348058451
glnD,b0167,944863,-0.308425918,0.015338019,NA,NA,NA,-0.14654395,0.491557223,1.03594815,,,,0.763752686,0.384942516
hlpA,b0178,944861,0.15712342,0.109544119,NA,NA,NA,0.13333377,1.435897436,1.286897979,,,,1.361397708,0.105358526
rnhB,b0183,944852,0.123459116,0.184312409,NA,NA,NA,0.153885763,1.32879846,1.528665306,,,,1.428731883,0.141327202
ldcC,b0186,944887,-0.039250914,-0.063038945,NA,NA,NA,-0.05114493,0.913585264,0.864890357,,,,0.889237811,0.034432499
yaeR,b0187,944875,-0.052368149,0.439911213,NA,NA,NA,0.193771532,0.886404294,2.753665687,,,,1.82003499,1.320353194
rof,b0189,944891,0.132690014,0.180405478,NA,NA,NA,0.156547746,1.35734427,1.514975041,,,,1.436159656,0.111461787
yaeQ,b0190,946809,-1.227243782,0.339323726,0.30848727,NA,NA,-0.193144262,0.059259259,2.18435754,2.034638556,,,1.426085118,1.186070673
yaeJ,b0191,946046,0.15490196,0.260955756,NA,NA,NA,0.207928858,1.428571429,1.823709901,,,,1.626140665,0.279405094
nlpE,b0192,946782,0.060353807,0.020635315,NA,NA,NA,0.040494561,1.14908937,1.048661479,,,,1.098875424,0.071013243
yaeF,b0193,944892,0.201175602,0.114677342,NA,NA,NA,0.157926472,1.589189189,1.302198954,,,,1.445694071,0.202932742
yaeB,b0195,949112,0.006297275,0.013761687,-0.024413441,0.066627301,0.19169265,0.050793094,1.014605647,1.032194848,0.945336788,1.165808724,1.554864865,1.142562174,0.24391883
rcsF,b0196,949113,0.163231755,0.220488304,NA,NA,NA,0.19186003,1.456235973,1.661453932,,,,1.558844953,0.145111011
metQ,b0197,944893,0.055884113,-0.347510708,NA,NA,NA,-0.145813298,1.137323762,0.449251248,,,,0.793287505,0.486540741
metI,b0198,944894,-0.208126328,-0.145211823,NA,NA,NA,-0.176669076,0.619260918,0.715794203,,,,0.66752756,0.068259341
metN,b0199,944896,0.127394425,0.124661877,NA,NA,NA,0.126028151,1.340893931,1.332483614,,,,1.336688772,0.005946992
gmhB,b0200,944879,0.368125364,0.511006631,NA,NA,NA,0.439565998,2.334131738,3.243445695,,,,2.788788717,0.642982065
dkgB,b0207,944901,0.213678585,0.184122443,NA,NA,NA,0.198900514,1.635605586,1.527996794,,,,1.58180119,0.076090906
yafC,b0208,947507,0.268444363,0.106582896,NA,NA,NA,0.18751363,1.855429097,1.278153154,,,,1.566791126,0.408195734
yafD,b0209,946286,0.602581353,0.179523719,NA,NA,NA,0.391052536,4.004804802,1.51190227,,,,2.758353536,1.762748285
yafE,b0210,946197,0.174637552,0.32426236,NA,NA,NA,0.249449956,1.494987468,2.10990237,,,,1.802444919,0.434810497
mltD,b0211,945694,0.084160185,0.056544029,NA,NA,NA,0.070352107,1.213836479,1.139053254,,,,1.176444866,0.052879726
gloB,b0212,944902,-0.597554032,-0.461927196,NA,NA,NA,-0.529740614,0.252607341,0.345201603,,,,0.298904472,0.06547403
yafS,b0213,944903,0.104183515,-0.252853031,NA,NA,NA,-0.074334758,1.271111111,0.558659218,,,,0.914885164,0.503779565
rnhA,b0214,946955,0.132972993,0.126210464,NA,NA,NA,0.129591729,1.358228981,1.337243403,,,,1.347736192,0.014839045
dnaQ,b0215,946441,0.063993729,-0.145055482,NA,NA,NA,-0.040530877,1.158760624,0.716051927,,,,0.937406276,0.313042322
yafT,b0217,949009,0.021342462,0.048900186,NA,NA,NA,0.035121324,1.05037037,1.119180632,,,,1.084775501,0.048656203
yafU,b0218,946644,0.200415613,0.203723269,NA,NA,NA,0.202069441,1.586410636,1.59853912,,,,1.592474878,0.008576133
yafV,b0219,946585,0.259311141,0.062178223,NA,NA,NA,0.160744682,1.816816816,1.153926702,,,,1.485371759,0.468734095
ivy,b0220,946530,-0.178883441,-0.085587315,NA,NA,NA,-0.132235378,0.662394258,0.821131448,,,,0.741762853,0.112244143
fadE,b0221,949007,0.227446608,0.152299019,NA,NA,NA,0.189872814,1.688288289,1.420034903,,,,1.554161596,0.189683789
gmhA,b0222,949134,0.601039094,0.91238259,NA,NA,NA,0.756710842,3.990608231,8.173020533,,,,6.081814382,2.9574121
yafJ,b0223,944906,-0.396742555,-0.100559568,NA,NA,NA,-0.248651062,0.401104417,0.793305439,,,,0.597204928,0.277328002
yafK,b0224,944910,-0.139994914,-0.14114256,NA,NA,NA,-0.140568737,0.724444444,0.722532589,,,,0.723488516,0.001351886
yafQ,b0225,944911,0.257637557,0.239247205,NA,NA,NA,0.248442381,1.809829059,1.734791178,,,,1.772310118,0.053059794
dinJ,b0226,944914,0.003106079,0.095462363,NA,NA,NA,0.049284221,1.007177648,1.245840265,,,,1.126508957,0.168759955
yafL,b0227,944899,0.469354231,0.197922089,NA,NA,NA,0.33363816,2.946824222,1.577328277,,,,2.26207625,0.96837987
rayT,b0228,944913,0.704502493,0.097136336,0.526201696,NA,NA,0.442613508,5.064102565,1.25065158,3.358935745,,,3.224563296,1.910273297
fhiA,b0229,944908,-0.387555017,0.147731023,-0.457090737,NA,NA,-0.232304911,0.409680208,1.405176969,0.349067377,,,0.721308185,0.593022651
mbhA,b0230,944921,-0.155277485,0.05960922,NA,NA,NA,-0.047834133,0.699394987,1.147120973,,,,0.92325798,0.316590081
dinB,b0231,944922,0.110254488,-0.027998895,NA,NA,NA,0.041127797,1.289004662,0.937564392,,,,1.113284527,0.248505798
yafN,b0232,944920,-0.651611721,-1.384071663,NA,NA,NA,-1.017841692,0.223042836,0.041297935,,,,0.132170386,0.128513052
yafO,b0233,944916,0.031632848,0.072114972,NA,NA,NA,0.05187391,1.075555556,1.180633147,,,,1.128094351,0.074301077
yafP,b0234,944912,-0.474346201,-0.052867573,NA,NA,NA,-0.263606887,0.335470085,0.885385544,,,,0.610427815,0.38884895
ykfJ,b0235,944924,0.206125965,0.15026749,NA,NA,NA,0.178196728,1.607407406,1.413407821,,,,1.510407613,0.137178422
prfH,b0236,947374,-0.113818762,0.097677996,NA,NA,NA,-0.008070383,0.769451478,1.252212388,,,,1.010831933,0.341363514
pepD,b0237,945013,0.104748489,-0.070214014,NA,NA,NA,0.017267238,1.272765776,0.850718713,,,,1.061742245,0.29843234
gpt,b0238,944817,0.051094422,0.134140545,NA,NA,NA,0.092617484,1.124849506,1.36188534,,,,1.243367423,0.167609646
frsA,b0239,946039,-0.291484678,0.069366264,NA,NA,NA,-0.111059207,0.511111111,1.173184358,,,,0.842147735,0.468156483
crl,b0240,945077,0.223155652,0.233333036,NA,NA,NA,0.228244344,1.671689644,1.711327133,,,,1.691508388,0.028027937
phoE,b0241,944926,0.230424349,0.070654491,NA,NA,NA,0.15053942,1.699903817,1.176669485,,,,1.438286651,0.369982544
proB,b0242,946425,0.043727266,0.157541976,NA,NA,NA,0.100634621,1.10592905,1.437281965,,,,1.271605507,0.234301893
proA,b0243,946680,-0.061592993,-0.01303884,NA,NA,NA,-0.037315917,0.867774746,0.970423176,,,,0.919098961,0.072583401
ykfI,b0245,946726,0.150699599,0.045271974,NA,NA,NA,0.097985787,1.414814816,1.109869646,,,,1.262342231,0.215628797
yafW,b0246,944929,-0.209167718,-0.153632935,NA,NA,NA,-0.181400327,0.617777778,0.702048418,,,,0.659913098,0.059588341
ykfG,b0247,944930,0.036093751,0.050720012,0.091976596,0.089241674,-0.115495498,0.030507307,1.086660175,1.123880179,1.23588083,1.22812246,0.766486486,1.088206026,0.191156319
yafX,b0248,944931,0.019384533,-0.005706653,NA,NA,NA,0.00683894,1.045645645,0.986945899,,,,1.016295772,0.041506988
ykfF,b0249,948839,0.254982589,0.011872183,NA,NA,NA,0.133427386,1.798798799,1.027713788,,,,1.413256293,0.545239441
ykfB,b0250,946846,0.162243558,0.179181179,NA,NA,NA,0.170712369,1.452926209,1.510710261,,,,1.481818235,0.040859495
yafY,b0251,944934,0.414330425,0.167818733,0.350248018,0.356077562,NA,0.322118685,2.596153847,1.471698113,2.239999998,2.27027027,,2.144530557,0.476652209
yafZ,b0252,945373,0.213593224,0.178532494,NA,NA,NA,0.196062859,1.635284137,1.508455469,,,,1.571869803,0.089681411
ykfA,b0253,949004,0.225309282,0.172428801,NA,NA,NA,0.198869042,1.680000001,1.487403507,,,,1.583701754,0.136186287
perR,b0254,945417,-0.070793295,0.164973242,NA,NA,NA,0.047089974,0.849584744,1.462087089,,,,1.155835916,0.433104562
insO,b0257,5061501,0.133571999,-0.028320621,0.393946663,-0.166088319,0.00327418,0.06727678,1.360103628,0.936870101,2.477117817,0.682199946,1.007567568,1.292771812,0.704984845
ykfC,b0258,944940,-0.188503781,0.180125572,NA,NA,NA,-0.004189105,0.647882455,1.513998943,,,,1.080940699,0.612436842
mmuP,b0260,946284,0.051051347,0.007957249,NA,NA,NA,0.029504298,1.124737945,1.018491125,,,,1.071614535,0.075127847
mmuM,b0261,946143,0.039222706,0.201692412,NA,NA,NA,0.120457559,1.09451749,1.591081448,,,,1.342799469,0.351123742
afuC,b0262,947676,-0.167251264,-0.27930678,NA,NA,NA,-0.223279022,0.680375609,0.525645826,,,,0.603010717,0.109410479
afuB,b0263,947073,0.126893554,0.063768185,NA,NA,NA,0.09533087,1.339348372,1.158158996,,,,1.248753684,0.128120236
yagB,b0266,944944,0.32135894,0.266920228,NA,NA,NA,0.294139584,2.095843934,1.848928973,,,,1.972386454,0.174595243
yagA,b0267,944937,0.127104798,-0.039028265,0.571401486,-0.02084821,-0.067481548,0.114229652,1.339999999,0.914053751,3.727361251,0.953129233,0.856088084,1.558126463,1.227484003
yagE,b0268,944925,0.052249153,-0.064626101,NA,NA,NA,-0.006188474,1.12784431,0.86173533,,,,0.99478982,0.188167464
yagF,b0269,944928,0.051325859,-0.201633041,NA,NA,NA,-0.075153591,1.125449102,0.628589264,,,,0.877019183,0.351332961
yagH,b0271,944949,0.015020755,0.018587167,NA,NA,NA,0.016803961,1.035191637,1.043727598,,,,1.039459618,0.006035835
yagI,b0272,945016,0,0.028206593,NA,NA,NA,0.014103297,1,1.06710362,,,,1.03355181,0.047449424
argF,b0273,944844,-0.179552653,0.115213331,NA,NA,NA,-0.032169661,0.661374349,1.303807068,,,,0.982590708,0.454268532
yagJ,b0276,949094,0.24738391,0.030713329,NA,NA,NA,0.13904862,1.767599663,1.073280723,,,,1.420440193,0.490957631
yagK,b0277,945847,0.363214737,0.085500136,NA,NA,NA,0.224357437,2.307888042,1.217587374,,,,1.762737708,0.770958996
yagL,b0278,945845,0.557229145,0.209537901,NA,NA,NA,0.383383523,3.607689438,1.620085373,,,,2.613887406,1.405448313
yagM,b0279,944959,0.133199159,0.034071732,NA,NA,NA,0.083635446,1.358936486,1.081612585,,,,1.220274536,0.19609761
yagN,b0280,945349,0.244958293,0.091075523,NA,NA,NA,0.168016908,1.757754802,1.233319287,,,,1.495537044,0.370831909
