CommonName,bID,GenBankID,OMV.Trial1,OMV.Trial2,OMV.Trial3,OMV.Trial4,OMV.Trial5,average.log.OMV,antilog.OMV.Trial1,antilog.OMV.Trial2,antilog.OMV.Trial3,antilog.OMV.Trial4,antilog.OMV.Trial5,average.antilog.omv,stdev.antilog
yphE,b2547,948990,0.182999396,0.116816314,NA,NA,NA,0.149907855,1.524050634,1.308628318,,,,1.416339476,0.152326581
yphF,b2548,947020,0.049856296,0.116265913,0.131207978,-0.167715021,-0.012261286,0.023470776,1.12164725,1.306970885,1.352720208,0.679649464,0.972162163,1.086629994,0.273549061
yphG,b2549,947021,-0.135883224,-0.227820987,NA,NA,NA,-0.181852106,0.731335703,0.591805522,,,,0.661570613,0.098662738
yphH,b2550,947023,0.14718756,-0.220789622,NA,NA,NA,-0.036801031,1.403419673,0.601465025,,,,1.002442349,0.56706757
glyA,b2551,947022,0.13652628,-0.083005439,NA,NA,NA,0.026760421,1.36938725,0.826027605,,,,1.097707427,0.38421329
hmp,b2552,947018,-0.247644303,0.181476453,NA,NA,NA,-0.033083925,0.56539986,1.518715597,,,,1.042057729,0.674096022
glnB,b2553,947016,-0.101077886,-0.075259854,NA,NA,NA,-0.08816887,0.792359217,0.840891855,,,,0.816625536,0.034317758
yfhA,b2554,947042,0,-0.257622608,NA,NA,NA,-0.128811304,1,0.55255739,,,,0.776278695,0.316389703
yfhG,b2555,947010,-0.147417734,-0.142182613,NA,NA,NA,-0.144800174,0.712167689,0.72080433,,,,0.71648601,0.006107027
yfhK,b2556,947013,-0.008238594,0.070780294,NA,NA,NA,0.03127085,0.981208736,1.177010383,,,,1.079109559,0.138452673
purL,b2557,947032,-0.32326252,0.152964664,NA,NA,NA,-0.085148928,0.475047985,1.422213065,,,,0.948630525,0.669746851
yfhD,b2558,947028,0.112933781,0.102371085,0.131748274,0.133559672,0.091809497,0.114484462,1.296981499,1.265817469,1.354404144,1.360065023,1.235405405,1.302534708,0.054510349
yfhB,b2560,947026,-0.380785092,-0.323963747,NA,NA,NA,-0.35237442,0.416116472,0.474281575,,,,0.445199023,0.041128938
yfhH,b2561,947030,0.047614174,0.167082376,0.161561944,0.136233323,0.107759826,0.124050329,1.11587147,1.469204927,1.450647667,1.36846383,1.281621623,1.337161903,0.144350587
yfhL,b2562,947031,0.169020279,0.073147807,NA,NA,NA,0.121084043,1.475775442,1.183444258,,,,1.32960985,0.206709362
pdxJ,b2564,947039,0.265047813,0.162291132,NA,NA,NA,0.213669473,1.84097467,1.453085376,,,,1.647030023,0.27427915
recO,b2565,947038,-0.034222073,0.091193849,NA,NA,NA,0.028485888,0.924225458,1.233655357,,,,1.078940407,0.21879998
lepA,b2569,947051,0.018133459,0.233486197,NA,NA,NA,0.125809828,1.042637783,1.711930766,,,,1.377284275,0.473261607
rseC,b2570,947052,-0.121020692,-0.28546912,NA,NA,NA,-0.203244906,0.756796837,0.51823994,,,,0.637518388,0.1686852
rseB,b2571,947054,-0.077210682,-0.142322833,NA,NA,NA,-0.109766758,0.837123084,0.720571643,,,,0.778847363,0.082414315
rseA,b2572,947053,0.08342011,0.038966597,NA,NA,NA,0.061193354,1.211769759,1.09387223,,,,1.152820994,0.083366142
nadB,b2574,947049,0.219139027,-0.269527629,NA,NA,NA,-0.025194301,1.656300096,0.53761623,,,,1.096958163,0.791028948
yfiC,b2575,947047,-0.133957653,-0.094953899,-0.212229894,-0.096145876,-0.006027861,-0.108663036,0.734585492,0.803611422,0.613437196,0.801408831,0.986216216,0.787851831,0.135128045
srmB,b2576,947055,-0.541866293,-0.304076075,NA,NA,NA,-0.422971184,0.287166455,0.496505341,,,,0.391835898,0.148024946
yfiE,b2577,947064,0.140976468,0.139549069,NA,NA,NA,0.140262769,1.383491413,1.378951746,,,,1.38122158,0.00321003
yfiK,b2578,947065,0.072648243,-0.040827692,0.020974939,0.238016856,0.168593031,0.091881075,1.182083739,0.910274356,1.049481866,1.729883499,1.474324325,1.269209557,0.331284694
yfiD,b2579,947068,-0.079181246,0.050234368,NA,NA,NA,-0.014473439,0.833333333,1.122624118,,,,0.977978725,0.204559475
ung,b2580,947067,-0.216585161,0.108634626,NA,NA,NA,-0.053975268,0.607316162,1.284205797,,,,0.94576098,0.478633251
yfiF,b2581,947066,-0.18582959,-0.470310058,NA,NA,NA,-0.328069824,0.651884132,0.33860233,,,,0.495243231,0.221523687
trxC,b2582,947062,-0.366262859,-0.334997418,NA,NA,NA,-0.350630139,0.430266111,0.46238377,,,,0.446324941,0.022710615
yfiP,b2583,947057,0.295927115,-0.044775867,NA,NA,NA,0.125575624,1.976637885,0.902036545,,,,1.439337215,0.759857894
yfiQ,b2584,947056,-0.004364805,-0.098295226,-0.078731433,-0.001296227,-0.252658551,-0.087069249,0.990000001,0.797452408,0.834196891,0.997019777,0.558909445,0.835515704,0.178822915
yfiM,b2586,947060,0.041876849,0.200578832,NA,NA,NA,0.121227841,1.101226995,1.587006962,,,,1.344116979,0.343498309
kgtP,b2587,947069,0.094201919,0.00207515,NA,NA,NA,0.048138535,1.24222973,1.004789643,,,,1.123509687,0.167895496
clpB,b2592,947077,-0.778454,-0.128516342,-0.193892359,NA,NA,-0.366954234,0.166550523,0.743847072,0.639893415,,,0.51676367,0.30771501
yfiH,b2593,947089,0.122606664,-0.150392148,-0.096347819,0.211730427,0.15294912,0.048109249,1.326192795,0.70730683,0.80103627,1.628285018,1.422162163,1.176996615,0.402486504
rluD,b2594,947087,0.024359346,0.384751131,NA,NA,NA,0.204555239,1.057692308,2.425219944,,,,1.741456126,0.966988065
yfiA,b2597,947129,0.022656817,-0.016921497,-0.054278911,0.098811984,-0.159622599,-0.021870841,1.05355404,0.961786115,0.882512954,1.255486317,0.692432432,0.969154372,0.208113758
pheL,b2598,947080,-0.073348061,0.151985112,NA,NA,NA,0.039318526,0.844601676,1.419008876,,,,1.131805276,0.406167226
pheA,b2599,947081,0.215576378,0.100204265,NA,NA,NA,0.157890322,1.642768543,1.259517671,,,,1.451143107,0.27099929
tyrA,b2600,947115,-0.232868997,0.110744405,NA,NA,NA,-0.061062296,0.58496651,1.290459577,,,,0.937713043,0.498858932
aroF,b2601,947084,0.128105453,-0.195213807,NA,NA,NA,-0.033554177,1.343091044,0.637949341,,,,0.990520192,0.49861048
yfiL,b2602,947106,-0.717520544,-0.433550697,NA,NA,NA,-0.575535621,0.191637041,0.368510022,,,,0.280073531,0.125068084
yfiR,b2603,947090,-0.177759699,-0.001682662,NA,NA,NA,-0.089721181,0.66411043,0.996133024,,,,0.830121727,0.234775427
yfiN,b2604,947091,-0.060480747,0.020482083,NA,NA,NA,-0.019999332,0.870000001,1.048291545,,,,0.959145773,0.12607116
yfiB,b2605,947094,0.247861923,0.174280942,NA,NA,NA,0.211071433,1.76954627,1.4937604,,,,1.631653335,0.195010059
rimM,b2608,947101,0.05106619,-0.024898507,NA,NA,NA,0.013083842,1.124776386,0.944281526,,,,1.034528956,0.12762914
ypjD,b2611,947098,0.046830649,-0.039560651,0.23443546,-0.138523373,0.176560513,0.05594852,1.113860105,0.912933931,1.715676726,0.726903277,1.501621622,1.194199132,0.409382876
recN,b2616,947105,-0.152200813,-0.057950132,NA,NA,NA,-0.105075473,0.704367302,0.875084251,,,,0.789725777,0.120715113
smpA,b2617,945583,0.12847721,-0.059604906,NA,NA,NA,0.034436152,1.344241225,0.871756299,,,,1.107998762,0.334097295
yfjF,b2618,945078,-0.46946829,0.040877726,NA,NA,NA,-0.214295282,0.33925926,1.098696462,,,,0.718977861,0.537003196
yfjG,b2619,945614,-0.26157938,-0.162208518,NA,NA,NA,-0.211893949,0.547546012,0.688321733,,,,0.617933872,0.099543467
smpB,b2620,947296,0.144221374,-0.284808928,NA,NA,NA,-0.070293777,1.393867121,0.51902834,,,,0.956447731,0.618604435
intA,b2622,946160,0.118215556,-0.178094598,NA,NA,NA,-0.029939521,1.312851353,0.66359851,,,,0.988224931,0.459091088
yfjH,b2623,946123,0.128421736,0.190732404,NA,NA,NA,0.15957707,1.344069531,1.551430782,,,,1.447750156,0.146626547
alpA,b2624,946758,0.631382059,0.486373155,NA,NA,NA,0.558877607,4.279391887,3.064595468,,,,3.671993678,0.858990786
yfjI,b2625,944764,-0.237906246,0.146559668,NA,NA,NA,-0.045673289,0.578220858,1.40139211,,,,0.989806484,0.582069974
yfjJ,b2626,947112,0.159956851,-0.145588745,NA,NA,NA,0.007184053,1.445296167,0.715173239,,,,1.080234703,0.516274874
yfjK,b2627,947111,-0.41515101,-0.412628521,NA,NA,NA,-0.413889766,0.384458078,0.386697602,,,,0.38557784,0.001583583
yfjL,b2628,947110,-0.397052788,-0.1730788,NA,NA,NA,-0.285065794,0.400817996,0.671307037,,,,0.536062517,0.191264636
yfjM,b2629,947108,-0.021155996,0.224861209,NA,NA,NA,0.101852607,0.952453987,1.678267595,,,,1.315360791,0.513227724
yfjN,b2630,947107,0.092625939,-0.267743102,NA,NA,NA,-0.087558582,1.237730061,0.539829853,,,,0.888779957,0.49348997
yfjO,b2631,947113,0.247250322,0.196431281,NA,NA,NA,0.221840802,1.767056037,1.571923045,,,,1.669489541,0.137979861
yfjP,b2632,947124,-0.336305756,0.080382974,NA,NA,NA,-0.127961391,0.460992908,1.203325095,,,,0.832159002,0.524908124
yfjQ,b2633,947127,-0.029155145,-0.36808876,NA,NA,NA,-0.198621953,0.935071575,0.428460944,,,,0.681766259,0.358227813
yfjR,b2634,947309,-0.198830795,-0.414323477,NA,NA,NA,-0.306577136,0.632658293,0.385191347,,,,0.50892482,0.174985555
yfjS,b2636,945668,0.042766167,-0.070123489,NA,NA,NA,-0.013678661,1.103484321,0.850896057,,,,0.977190189,0.178606875
yfjT,b2637,947616,-0.042879996,0.154811988,NA,NA,NA,0.055965996,0.905982907,1.428275505,,,,1.167129206,0.369316638
yfjU,b2638,945062,0.145539183,0.13889353,NA,NA,NA,0.142216357,1.39810305,1.376871879,,,,1.387487464,0.015012705
ypjL,b2639,947563,-0.277941659,0.002162467,NA,NA,NA,-0.137889596,0.527300692,1.004991681,,,,0.766146187,0.337778538
yfjV,b2640,947563,-0.07247756,-0.362664433,NA,NA,NA,-0.217570997,0.846296296,0.433845969,,,,0.640071133,0.291646423
ypjM,b2641,947563,-0.003542819,0.014329238,NA,NA,NA,0.00539321,0.991875541,1.033544637,,,,1.012710089,0.029464501
yfjW,b2642,947128,0.079144239,0.021940383,NA,NA,NA,0.050542311,1.19989775,1.051817478,,,,1.125857614,0.104708565
yfjX,b2643,947126,0.061006645,-0.256685503,NA,NA,NA,-0.097839429,1.150817997,0.553750966,,,,0.852284482,0.422190146
yfjY,b2644,947125,-0.860820824,-0.171265715,NA,NA,NA,-0.51604327,0.137777778,0.674115456,,,,0.405946617,0.37924801
yfjZ,b2645,947123,-0.211137187,-0.111821177,NA,NA,NA,-0.161479182,0.614982578,0.772998806,,,,0.693990692,0.111734346
ypjF,b2646,947131,0.211331325,-0.11596333,NA,NA,NA,0.047683998,1.626789367,0.765661253,,,,1.19622531,0.608909528
ypjA,b2647,948630,-0.243565228,-0.150422871,NA,NA,NA,-0.19699405,0.570735349,0.707256796,,,,0.638996072,0.09653524
pinH,b2648,947250,0.174327027,0.031807046,NA,NA,NA,0.103067037,1.493918918,1.075987054,,,,1.284952986,0.295522455
ypjB,b2649,945242,-0.092509018,0.270511376,NA,NA,NA,0.089001179,0.808148148,1.864281011,,,,1.336214579,0.746798709
ypjC,b2650,947640,-0.108242219,0.017966778,NA,NA,NA,-0.045137721,0.779395297,1.042237699,,,,0.910816498,0.185857645
ygaQ,b2654,2847762,-0.036339462,0.109281147,NA,NA,NA,0.036470843,0.919730393,1.286118979,,,,1.102924686,0.259075854
yqaC,b2657,2847762,-0.019732748,-0.06378721,NA,NA,NA,-0.041759979,0.955580441,0.863401482,,,,0.909490962,0.065180367
yqaD,b2658,947141,-0.11581323,0.053459365,NA,NA,NA,-0.031176933,0.765925925,1.130991563,,,,0.948458744,0.258140388
ygaT,b2659,948076,0.279000963,0.094267537,NA,NA,NA,0.18663425,1.901082495,1.242417434,,,,1.571749965,0.465746531
ygaF,b2660,948069,0.316641101,0.284130128,NA,NA,NA,0.300385615,2.073199527,1.923668033,,,,1.99843378,0.105734733
gabD,b2661,948060,-0.020598524,-0.454865341,NA,NA,NA,-0.237731933,0.953677367,0.350860646,,,,0.652269007,0.426255791
gabT,b2662,948067,-0.017130196,-0.068176522,NA,NA,NA,-0.042653359,0.961324042,0.854719236,,,,0.908021639,0.075380982
gabP,b2663,948049,0.321573088,0.365119235,NA,NA,NA,0.343346162,2.096877637,2.318030975,,,,2.207454306,0.156379025
csiR,b2664,948055,-0.0073611,-0.025737271,NA,NA,NA,-0.016549186,0.983193277,0.942459571,,,,0.962826424,0.02880308
ygaU,b2665,947144,-0.066260803,-0.123255888,NA,NA,NA,-0.094758346,0.858497821,0.752911814,,,,0.805704818,0.074660581
yqaE,b2666,947138,-0.218459418,0.033641494,NA,NA,NA,-0.092408962,0.604700854,1.080541606,,,,0.84262123,0.336470223
ygaV,b2667,947136,0.173863664,0.268348711,NA,NA,NA,0.221106188,1.492325857,1.85502049,,,,1.673673174,0.256463834
ygaP,b2668,947135,-0.187520721,-0.197759169,NA,NA,NA,-0.192639945,0.649350649,0.634221311,,,,0.64178598,0.010698058
stpA,b2669,947130,0.062361595,0.099640207,NA,NA,NA,0.081000901,1.154414027,1.257882882,,,,1.206148454,0.073163529
ygaW,b2670,947147,0.002214663,0.392192158,NA,NA,NA,0.197203411,1.005112474,2.467130703,,,,1.736121589,1.033803004
ygaC,b2671,947156,-0.137553986,0.066802817,NA,NA,NA,-0.035375585,0.728527608,1.16627997,,,,0.947403789,0.309537664
ygaM,b2672,947157,-0.419795915,0.20395201,-0.295398168,NA,NA,-0.170414024,0.380368098,1.599381286,0.506526104,,,0.828758496,0.67035332
nrdH,b2673,947161,-0.220063537,0.193277816,NA,NA,NA,-0.013392861,0.602471438,1.56055046,,,,1.081510949,0.677464173
nrdI,b2674,947158,0.04277579,-0.022244516,NA,NA,NA,0.010265637,1.103508773,0.950069736,,,,1.026789254,0.108497783
nrdE,b2675,947155,-0.131054817,-0.022969316,NA,NA,NA,-0.077012067,0.739511927,0.948485474,,,,0.843998701,0.147766612
nrdF,b2676,947149,-0.046525591,0.244785972,NA,NA,NA,0.099130191,0.898409652,1.757057492,,,,1.327733572,0.60715571
proV,b2677,947148,0.219511575,0.134089622,NA,NA,NA,0.176800599,1.657721519,1.361725662,,,,1.50972359,0.209300677
proW,b2678,947145,-0.695684028,-0.70453021,NA,NA,NA,-0.700107119,0.201518987,0.197455752,,,,0.19948737,0.002873141
proX,b2679,947165,0.106577551,0.196470437,NA,NA,NA,0.151523994,1.278137423,1.572064776,,,,1.4251011,0.207838024
ygaX,b2680,948932,0.202450358,0.105195972,NA,NA,NA,0.153823165,1.593860684,1.274077869,,,,1.433969277,0.226120597
ygaY,b2681,2847696,0.341773754,0.112341717,NA,NA,NA,0.227057736,2.196715194,1.295214557,,,,1.745964876,0.637457214
ygaH,b2683,945111,-0.259960386,-0.097918828,NA,NA,NA,-0.178939607,0.549591002,0.798143851,,,,0.673867427,0.175753405
mprA,b2684,945282,0.000761253,0.055958061,NA,NA,NA,0.028359657,1.001754387,1.137517433,,,,1.06963591,0.09599897
emrA,b2685,947166,-0.044252332,0.067313747,NA,NA,NA,0.011530708,0.903124592,1.167652859,,,,1.035388725,0.187049732
emrB,b2686,947167,0.097488762,0.047637926,NA,NA,NA,0.072563344,1.251666884,1.1159325,,,,1.183799692,0.095978703
luxS,b2687,947168,-0.032036232,0.167652806,NA,NA,NA,0.067808287,0.928888889,1.471135942,,,,1.200012415,0.383426568
yqaA,b2689,945419,-0.180943762,-0.019856921,NA,NA,NA,-0.100400342,0.659259259,0.955307262,,,,0.80728326,0.20933755
yqaB,b2690,945776,-0.14973216,-0.102959092,NA,NA,NA,-0.126345626,0.708382526,0.788934427,,,,0.748658477,0.056958795
alaS,b2697,947175,-0.247038094,0.257530785,NA,NA,NA,0.005246345,0.566189624,1.809384164,,,,1.187786894,0.87907129
recX,b2698,947172,-0.212415082,0.033163403,NA,NA,NA,-0.08962584,0.613175675,1.079352752,,,,0.846264213,0.329636972
recA,b2699,947170,-0.409834828,-0.20459373,NA,NA,NA,-0.307214279,0.389193136,0.624318594,,,,0.506755865,0.166258806
ygaD,b2700,947169,0.237165508,0.139022408,NA,NA,NA,0.188093958,1.726495728,1.37728053,,,,1.551888129,0.246932435
mltB,b2701,947184,-0.006859863,0.150070049,NA,NA,NA,0.071605093,0.984328675,1.412765397,,,,1.198547036,0.302950511
srlA,b2702,947575,0.005700845,0.00148301,NA,NA,NA,0.003591928,1.013213214,1.003420594,,,,1.008316904,0.006924428
srlE,b2703,948933,-0.114883384,-0.031460007,NA,NA,NA,-0.073171696,0.767567568,0.930122163,,,,0.848844865,0.114943457
srlB,b2704,948971,-0.02110135,0.0343924,NA,NA,NA,0.006645525,0.952573839,1.082411506,,,,1.017492672,0.091809095
srlD,b2705,948937,0.12678277,0.248040793,NA,NA,NA,0.187411782,1.339006761,1.770275231,,,,1.554640996,0.30495286
gutM,b2706,948938,0.042872207,0.110558823,NA,NA,NA,0.076715515,1.103753788,1.289908258,,,,1.196831023,0.131631088
srlR,b2707,948942,-0.022339678,-0.696369431,NA,NA,NA,-0.359354555,0.949861581,0.201201201,,,,0.575531391,0.529382831
srlQ,b2708,947587,0.566872136,0.188625557,NA,NA,NA,0.377748847,3.68868981,1.543922716,,,,2.616306263,1.516579357
norR,b2709,947186,0.158758528,0.046513922,NA,NA,NA,0.102636225,1.441313744,1.113048073,,,,1.277180908,0.232118882
norV,b2710,948979,0.067751784,-0.053690714,NA,NA,NA,0.007030535,1.168831168,0.883709016,,,,1.026270092,0.201611807
norW,b2711,947088,0.135825149,0.041958647,NA,NA,NA,0.088891898,1.367178276,1.101434427,,,,1.234306352,0.187909278
hypF,b2712,944963,-0.222845594,0.056485243,NA,NA,NA,-0.083180176,0.598624388,1.138899082,,,,0.868761735,0.3820319
hydN,b2713,947190,0.055172915,0.310020615,NA,NA,NA,0.182596765,1.135462812,2.041834864,,,,1.588648838,0.640901824
ascG,b2714,947305,-0.043079902,0.109370112,NA,NA,NA,0.033145105,0.905565978,1.286382467,,,,1.095974223,0.269277921
ascF,b2715,947154,-0.121992375,-0.257632938,NA,NA,NA,-0.189812657,0.755105485,0.552544248,,,,0.653824866,0.143232425
ascB,b2716,947460,-0.180569611,-0.079532011,NA,NA,NA,-0.130050811,0.659827465,0.83266055,,,,0.746244008,0.122211446
hycI,b2717,947428,0.210182018,0.094536093,NA,NA,NA,0.152359056,1.62248996,1.243185949,,,,1.432837955,0.268208438
hycH,b2718,947438,0.161198475,0.021176773,NA,NA,NA,0.091187624,1.449434102,1.049969716,,,,1.249701909,0.282463976
hycG,b2719,947191,0.061722416,-0.0280606,NA,NA,NA,0.016830908,1.152716251,0.937431192,,,,1.045073722,0.152229525
hycF,b2720,947048,0.14982982,0.24614608,NA,NA,NA,0.19798795,1.411984145,1.762568807,,,,1.587276476,0.247900792
hycE,b2721,947396,0.083772557,0.023346865,NA,NA,NA,0.053559711,1.212753557,1.055229357,,,,1.133991457,0.11138643
hycD,b2722,948994,0.054141842,-0.124320764,NA,NA,NA,-0.035089461,1.132770269,0.751067961,,,,0.941919115,0.269904291
hycC,b2723,945327,-0.211697832,-0.010757598,NA,NA,NA,-0.111227715,0.614189189,0.975533981,,,,0.794861585,0.255509353
hycB,b2724,948002,-0.219410257,0.024854816,NA,NA,NA,-0.097277721,0.603378378,1.058899677,,,,0.831139028,0.3221022
hycA,b2725,947193,0.001318487,0.153573153,NA,NA,NA,0.07744582,1.003040542,1.424207121,,,,1.213623831,0.297809745
hypA,b2726,947195,-0.038959204,-0.125842797,NA,NA,NA,-0.082401001,0.914199114,0.748440367,,,,0.83131974,0.117209134
hypB,b2727,947194,-0.001216796,-0.091662575,NA,NA,NA,-0.046439686,0.997202145,0.80972477,,,,0.903463458,0.132566523
hypC,b2728,947192,0.099514637,-0.337415436,NA,NA,NA,-0.1189504,1.257519236,0.459816513,,,,0.858667875,0.564061004
hypD,b2729,947189,-0.034825397,-0.178408354,NA,NA,NA,-0.106616876,0.922942411,0.663119266,,,,0.793030838,0.183722707
hypE,b2730,947182,0.124645195,0.04881627,NA,NA,NA,0.086730733,1.332432432,1.118964401,,,,1.225698416,0.150944692
fhlA,b2731,947181,-0.053156213,0.092104883,NA,NA,NA,0.019474335,0.884797297,1.236245953,,,,1.060521625,0.248511728
ygbA,b2732,947187,-0.225789136,-0.308141409,NA,NA,NA,-0.266965273,0.594580777,0.491879351,,,,0.543230064,0.072620875
mutS,b2733,947206,-0.011498635,-0.045204932,NA,NA,NA,-0.028351784,0.973870846,0.901145811,,,,0.937508328,0.051424366
pphB,b2734,947196,0.00433215,-0.017678294,NA,NA,NA,-0.006673072,1.010025062,0.960111576,,,,0.985068319,0.035294164
ygbI,b2735,947204,-0.079827435,0.025605717,NA,NA,NA,-0.027110859,0.832094334,1.060732113,,,,0.946413224,0.161671324
ygbJ,b2736,947200,0.072984311,0.206449835,NA,NA,NA,0.139717073,1.182998819,1.608606558,,,,1.395802689,0.300950119
ygbK,b2737,947199,-0.118340654,-0.219429275,NA,NA,NA,-0.168884965,0.761481481,0.603351956,,,,0.682416719,0.11181446
ygbL,b2738,947197,-0.369215857,-0.278201801,NA,NA,NA,-0.323708829,0.427350428,0.526984934,,,,0.477167681,0.070452235
ygbM,b2739,947207,-0.092492351,0.020250359,0.081005721,0.262481308,0.286407914,0.11153059,0.808179163,1.047732363,1.205051815,1.830127336,1.933783784,1.364974892,0.49400153
ygbN,b2740,947208,-0.238027779,-0.479047176,NA,NA,NA,-0.358537478,0.578059072,0.331858407,,,,0.454958739,0.17409016
rpoS,b2741,947210,-0.315032738,0.184817045,NA,NA,NA,-0.065107847,0.484135871,1.530442597,,,,1.007289234,0.739850581
nlpD,b2742,947011,0.43572857,-0.120316219,0.255442043,NA,NA,0.190284798,2.72727273,0.75802544,1.800702813,,,1.762000328,0.985193958
pcm,b2743,944923,0.065902812,-0.138486483,NA,NA,NA,-0.036291836,1.163865546,0.726965025,,,,0.945415286,0.308935321
surE,b2744,947211,0.021975367,0.115412454,NA,NA,NA,0.068693911,1.051902209,1.304404997,,,,1.178153603,0.178546434
truD,b2745,947214,0.068286172,0.002062008,-0.007261101,0.236039843,-0.300607325,-0.00029608,1.170270269,1.004759238,0.983419689,1.72202655,0.500486854,1.07619252,0.439061141
ygbE,b2749,947268,-0.145861679,0.170343409,NA,NA,NA,0.012240865,0.714723926,1.480278424,,,,1.097501175,0.541328776
cysC,b2750,947221,-0.393143065,-0.233016592,NA,NA,NA,-0.313079829,0.404442639,0.584767743,,,,0.494605191,0.127509104
cysN,b2751,947219,0.23068761,-0.095478721,NA,NA,NA,0.067604445,1.700934578,0.802640887,,,,1.251787732,0.635189561
cysD,b2752,947217,-0.029194995,-0.175681837,NA,NA,NA,-0.102438416,0.934985778,0.667295449,,,,0.801140614,0.189285647
iap,b2753,947215,-0.327002322,-0.196868095,NA,NA,NA,-0.261935209,0.470974808,0.635523925,,,,0.553249367,0.116353797
ygbF,b2754,947213,0.128329787,-0.28522179,NA,NA,NA,-0.078446002,1.343784994,0.51853516,,,,0.931160077,0.583539753
ygbT,b2755,947228,0.028777436,-0.289430446,NA,NA,NA,-0.130326505,1.068507158,0.513534416,,,,0.791020787,0.39242499
ygcH,b2756,947226,-0.002226015,0.054535445,NA,NA,NA,0.026154715,0.994887524,1.133797369,,,,1.064342447,0.098224093
ygcI,b2757,947225,0.24201801,0.020719277,NA,NA,NA,0.131368644,1.745894553,1.048864236,,,,1.397379394,0.492874864
ygcJ,b2758,947224,0.273556882,0.140796728,NA,NA,NA,0.207176805,1.877400296,1.382918951,,,,1.630159623,0.349651112
ygcK,b2759,947223,-0.251881455,0.034138697,NA,NA,NA,-0.108871379,0.559910414,1.081779375,,,,0.820844894,0.369017081
ygcL,b2760,947222,0.212348093,0.103190467,NA,NA,NA,0.15776928,1.630602459,1.268207937,,,,1.449405198,0.256251624
ygcB,b2761,947229,-0.157031399,0.223669321,NA,NA,NA,0.033318961,0.696576151,1.673668032,,,,1.185122091,0.690908295
cysH,b2762,947230,-0.066486249,-0.408932767,NA,NA,NA,-0.237709508,0.858052283,0.390002358,,,,0.62402732,0.330961276
cysI,b2763,947231,0.043084574,-0.045859906,NA,NA,NA,-0.001387666,1.104293648,0.899787787,,,,1.002040717,0.144607481
cysJ,b2764,947239,-0.288106543,-0.525034567,NA,NA,NA,-0.406570555,0.515102262,0.298514501,,,,0.406808382,0.153150674
ygcM,b2765,945123,0.06691612,0.091552545,NA,NA,NA,0.079234333,1.16658428,1.234674689,,,,1.200629484,0.048147189
ygcN,b2766,946114,0.109441245,0.173312345,NA,NA,NA,0.141376795,1.28659318,1.490432613,,,,1.388512897,0.144136245
ygcO,b2767,945120,-0.057530972,0.11488729,NA,NA,NA,0.028678159,0.875929248,1.302828619,,,,1.089378933,0.30186344
ygcP,b2768,947536,-0.117496544,-0.157102683,NA,NA,NA,-0.137299614,0.762962963,0.696461826,,,,0.729712394,0.047023405
ygcQ,b2769,946413,0.139171332,0.167584747,NA,NA,NA,0.15337804,1.377752894,1.470905416,,,,1.424329155,0.06586878
ygcR,b2770,947240,-0.082598983,-0.107502785,NA,NA,NA,-0.095050884,0.826801045,0.780723434,,,,0.803762239,0.032581792
ygcS,b2771,947238,0.016426561,-0.091466834,NA,NA,NA,-0.037520137,1.03854797,0.810089804,,,,0.924318887,0.161544318
ygcW,b2774,947232,0.098482465,0.00444605,NA,NA,NA,0.051464258,1.254534084,1.01028999,,,,1.132412037,0.172706655
yqcE,b2775,947248,0.114298184,0.129145548,NA,NA,NA,0.121721866,1.301062573,1.346311477,,,,1.323687025,0.031995807
ygcE,b2776,946193,0.111103385,0.088257539,NA,NA,NA,0.099680462,1.291526689,1.225342619,,,,1.258434654,0.046799205
ygcF,b2777,947527,0.297425871,0.169816513,NA,NA,NA,0.233621192,1.983471073,1.478483605,,,,1.730977339,0.357080063
ygcG,b2778,945247,-0.161976343,0.121805144,NA,NA,NA,-0.0200856,0.68868981,1.323747473,,,,1.006218641,0.44905358
mazG,b2781,947254,0.184855024,0.335036637,NA,NA,NA,0.259945831,1.53057644,2.162900978,,,,1.846738709,0.447120969
chpA,b2782,947252,0.096216769,-0.172112093,NA,NA,NA,-0.037947662,1.248006275,0.672802981,,,,0.960404628,0.40673015
relA,b2784,947244,0.215019532,0.137007232,NA,NA,NA,0.176013382,1.640663559,1.370904595,,,,1.505784077,0.190748393
rumA,b2785,947243,0.157913946,0.123248873,NA,NA,NA,0.14058141,1.438513513,1.328155341,,,,1.383334427,0.078035012
barA,b2786,947255,0.187625156,0.050230395,NA,NA,NA,0.118927776,1.54037037,1.122613848,,,,1.331492109,0.29539847
gudD,b2787,947258,0.140580998,0.095757131,NA,NA,NA,0.118169065,1.382232175,1.246686139,,,,1.314459157,0.095845521
gudX,b2788,947261,0.28655616,0.081801689,NA,NA,NA,0.184178925,1.934443992,1.207262439,,,,1.570853215,0.514195007
gudP,b2789,947265,-0.206840536,-0.09943954,NA,NA,NA,-0.153140038,0.621097046,0.795353982,,,,0.708225514,0.123218261
yqcA,b2790,947151,0.134785642,0.003739262,NA,NA,NA,0.069262452,1.363909775,1.008647141,,,,1.186278458,0.251208618
yqcB,b2791,947242,0.080069405,-0.171760246,NA,NA,NA,-0.045845421,1.202456585,0.673348278,,,,0.937902432,0.374136072
yqcC,b2792,946027,0.019500928,0.212033767,NA,NA,NA,0.115767348,1.045925925,1.629422718,,,,1.337674321,0.412594539
